"protein_id"	"protein_mw"	"protein_concentration"
"Q9C0E2"	130139	23870.7332868688
"Q9C0F1"	44140	7878.0882621417
"Q9C0I1"	86148	15386.163435445
"Q9C0J8"	145891	39836.1082231514
"Q9GZM5"	38248	24947.7847641854
"Q9GZN1"	45810	15467.0528534687
"Q9GZN8"	19291	68901.6868731241
"Q9GZP8"	10897	7466.94357604946
"Q9GZQ3"	24670	21396.0486996171
"Q9GZR2"	46672	18150.4611087828
"Q9GZR5"	36829	16645.7964161576
"Q9GZR7"	96332	45025.8403098569
"Q9GZS1"	53962	31656.6923558789
"Q9GZT4"	36566	18483.3023106782
"Q9GZT6"	29506	36362.0359050074
"Q9GZU7"	29203	36074.094250137
"Q9GZX9"	25017	26277.5317176747
"Q9GZY4"	16694	19636.5726069322
"Q9GZZ8"	14246	24413.4845425704
"Q9H000"	46940	23824.1060455134
"Q9H008"	29165	33086.1209957037
"Q9H009"	23223	5143.6043315312
"Q9H061"	21527	22428.0794937713
"Q9H063"	28771	14229.0958407485
"Q9H081"	24140	5300.99971901149
"Q9H082"	25718	21043.1028092216
"Q9H089"	75225	29069.2348526129
"Q9H093"	69612	15580.1779292166
"Q9H098"	15558	37460.4615730875
"Q9H0A0"	115730	53441.319098972
"Q9H0E3"	110324	23679.8861635379
"Q9H0E9"	135336	34715.5869395724
"Q9H0F6"	39949	9532.6296342219
"Q9H0F7"	21097	17138.2109800207
"Q9H0G5"	66390	10384.3682172844
"Q9H0H0"	134323	9074.20796801428
"Q9H0J9"	79064	15127.4450213059
"Q9H0K6"	80700	8563.73000224051
"Q9H0N0"	28355	24884.7881525481
"Q9H0N5"	14365	92427.4844803621
"Q9H0R5"	68114	10169.0355300486
"Q9H0U4"	22171	50879.5835767175
"Q9H0U9"	49192	23875.6454446561
"Q9H0V1"	79755	3348.10362462833
"Q9H0V9"	39711	24425.0559101245
"Q9H0X4"	59660	31765.3599093932
"Q9H0Z9"	25498	12043.781865962
"Q9H115"	33557	6232.40990033298
"Q9H147"	37013	5133.31240488707
"Q9H171"	46343	44512.1313578668
"Q9H1A3"	36536	19863.3992244365
"Q9H1B7"	82659	33971.5751657886
"Q9H1C3"	40026	6476.08416986123
"Q9H1C4"	66631	4998.6138591594
"Q9H1C7"	10631	27385.5323750769
"Q9H1H9"	202308	14234.6798812166
"Q9H1I8"	86360	28662.9275245186
"Q9H1K0"	88870	24625.9471238223
"Q9H1N7"	44593	15021.5691008567
"Q9H1P3"	55201	21675.3888514407
"Q9H1R3"	64685	70976.2798416688
"Q9H1Z4"	53696	43879.2430696798
"Q9H267"	70585	222216.692766117
"Q9H269"	94694	39989.9277389691
"Q9H270"	107837	110387.595453984
"Q9H2C0"	67638	24133.8081460078
"Q9H2D1"	35407	16095.594869051
"Q9H2D6"	261376	41528.8808387117
"Q9H2H8"	18155	37439.4737038146
"Q9H2J7"	81836	16121.4091781656
"Q9H2K0"	31725	7452.81591636351
"Q9H2K8"	105406	25767.6475398072
"Q9H2M3"	40354	29612.8829766838
"Q9H2P0"	123563	53568.7400580535
"Q9H2U1"	114760	43900.669921106
"Q9H2V7"	56630	18054.7335749978
"Q9H2Y7"	208883	25345.2835335755
"Q9H307"	81614	31317.5198746381
"Q9H329"	99712	6098.5279696843
"Q9H330"	100945	19113.6131578846
"Q9H334"	75317	11926.5615200035
"Q9H3H1"	52725	18342.9120573993
"Q9H3H3"	27355	26316.3118223741
"Q9H3L0"	32940	19043.1968400611
"Q9H3M7"	43661	14599.4189715097
"Q9H3Q3"	46110	17377.4302239004
"Q9H3R2"	54604	9903.80899455647
"Q9H3S4"	27265	92862.1777348911
"Q9H3U5"	51209	16396.4391141694
"Q9H3Z4"	22149	19596.2113658844
"Q9H410"	40067	14592.6486641072
"Q9H425"	36346	28111.0128146979
"Q9H446"	27940	33017.4364052232
"Q9H469"	32998	4659.55459972503
"Q9H477"	34143	22813.8435740875
"Q9H479"	35171	11059.7759488172
"Q9H496"	15348	13333.4934863781
"Q9H497"	46199	85981.3358528484
"Q9H4A5"	32767	48178.3259357061
"Q9H4A9"	53306	13892.9688170475
"Q9H4B7"	50327	99178.0839963965
"Q9H4E7"	73910	10412.4159298577
"Q9H4G0"	98503	23165.7823494881
"Q9H4G4"	17218	2253.19451634145
"Q9H4H8"	64424	10429.548956777
"Q9H4L4"	65010	11300.4396301717
"Q9H4L5"	101224	16965.1961777618
"Q9H4L7"	117402	33322.4246533787
"Q9H4Z3"	80670	30578.6236742344
"Q9H501"	98796	2567.99500197076
"Q9H553"	47092	20780.3836356674
"Q9H582"	149565	18863.9645920352
"Q9H5I1"	46682	13051.0253566798
"Q9H5K3"	40050	8766.44562667485
"Q9H5L6"	103411	11625.3059288761
"Q9H5N1"	63543	42453.4641212965
"Q9H5V8"	92932	6319.26129870617
"Q9H5V9"	25625	31081.1964075026
"Q9H633"	17570	7727.60702913121
"Q9H6A0"	53672	32171.2503461905
"Q9H6E5"	93847	8679.21197759868
"Q9H6F5"	40236	26543.8806721744
"Q9H6K1"	32872	12411.3998707396
"Q9H6Q4"	53020	20810.7825263496
"Q9H6R0"	78874	57978.3071837121
"Q9H6R3"	74778	27531.630487222
"Q9H6R4"	127593	46933.4025154715
"Q9H6R7"	79136	6430.42928422347
"Q9H6S1"	44935	5212.05687035704
"Q9H6S3"	80621	40152.8315708014
"Q9H6T0"	78401	21850.8141556428
"Q9H6U6"	101237	12953.9780921634
"Q9H6U8"	69863	19730.1075434219
"Q9H6W3"	71086	22450.5033961126
"Q9H6Y2"	42070	31563.7708052209
"Q9H714"	73457	17168.4690345405
"Q9H788"	52727	19560.3877723644
"Q9H790"	41816	7546.72623264438
"Q9H792"	193106	57192.5760624886
"Q9H7B2"	35583	10534.0571999113
"Q9H7B4"	49097	14939.5742000329
"Q9H7C9"	13332	29275.8413686524
"Q9H7D0"	215309	43472.1800037328
"Q9H7E9"	24993	20813.904781059
"Q9H7F0"	138043	7463.80715912143
"Q9H7J1"	30644	9132.37899965622
"Q9H7L9"	38136	51413.1772423545
"Q9H7N4"	139270	9608.64249809117
"Q9H7P6"	35620	6460.91337882226
"Q9H7P9"	147969	26288.8781266964
"Q9H7S9"	58222	28196.0040658385
"Q9H7Z3"	132673	15261.0266163251
"Q9H813"	40043	19167.8013544865
"Q9H825"	33387	21753.0331154044
"Q9H840"	14537	19913.8866670332
"Q9H871"	43993	29144.9700460977
"Q9H8G2"	38368	28094.2713909464
"Q9H8H0"	81124	47708.2093945941
"Q9H8H2"	94087	14841.458259759
"Q9H8K7"	49249	5467.86266582999
"Q9H8M9"	17470	40024.6784149776
"Q9H8N7"	54939	2126.68667801001
"Q9H8U3"	25184	9331.04690913449
"Q9H8V3"	103505	8359.00263316198
"Q9H8W4"	27798	21697.6581690741
"Q9H8Y5"	80927	20036.0326101378
"Q9H902"	22255	1376.3754511231
"Q9H936"	34470	17489.9027271516
"Q9H939"	38858	65588.8440428771
"Q9H967"	69769	33247.5941894128
"Q9H977"	35891	14032.5573296651
"Q9H981"	70484	16292.5869080942
"Q9H999"	41094	9128.92660833881
"Q9H9B1"	141466	55049.8509487452
"Q9H9C1"	57005	28898.5353330638
"Q9H9F9"	68297	29233.5771209141
"Q9H9G7"	97360	41592.7851294088
"Q9H9L3"	39154	48653.6815436644
"Q9H9S3"	52248	17657.1489169398
"Q9H9S4"	39088	7153.32141742375
"Q9H9V9"	52493	24414.4626858477
"Q9H9Y4"	34561	4314.69854383866
"Q9H9Y6"	128229	38718.872973612
"Q9HA47"	31435	23448.625195463
"Q9HA64"	34412	31270.4797126831
"Q9HA65"	72728	53764.3173437367
"Q9HAD4"	51728	23550.4021080447
"Q9HAH7"	48388	19548.9561782889
"Q9HAN9"	31932	14759.8803713557
"Q9HAP2"	101185	40224.9691495599
"Q9HAS0"	44622	43336.767253114
"Q9HAT2"	58315	26063.8429734454
"Q9HAU0"	127464	27253.7925620166
"Q9HAV0"	37567	15104.0533730473
"Q9HAW4"	151094	18212.1464985122
"Q9HB19"	47255	5638.48415996442
"Q9HB21"	45553	8973.89015899132
"Q9HB90"	44224	6686.21421748836
"Q9HBB8"	88223	4940.1135432908
"Q9HBF4"	87176	21258.7598273139
"Q9HBH0"	23625	2630.69930040127
"Q9HBH1"	27013	28710.0241050297
"Q9HBI0"	37485	43875.0834546494
"Q9HBI1"	41714	11757.8010651827
"Q9HBK9"	41748	36385.1243562733
"Q9HBL0"	185701	52599.3613184679
"Q9HBL7"	17201	35236.7379141432
"Q9HBM0"	88665	24574.5849444136
"Q9HBM6"	27622	13287.134766149
"Q9HBR0"	119762	11144.2219207442
"Q9HBU6"	50968	18436.8995128991
"Q9HC21"	35511	27492.8087310774
"Q9HC44"	52302	14100.8647199369
"Q9HC52"	43396	20143.4802447311
"Q9HC77"	153000	31062.1602237314
"Q9HC78"	81083	9847.93949716605
"Q9HC84"	596340	6850.28573180693
"Q9HCD6"	219650	45966.872027877
"Q9HCE0"	292481	18445.0577702884
"Q9HCE6"	140409	2798.54579541542
"Q9HCG7"	104649	12748.0673551985
"Q9HCG8"	105466	23961.4131887924
"Q9HCH5"	104930	31566.6411363517
"Q9HCJ0"	175964	42397.7263190041
"Q9HCJ3"	74339	12484.8551784031
"Q9HCJ6"	45899	25927.3357337711
"Q9HCK8"	290519	35917.1645451573
"Q9HCM4"	81856	6419.66659227641
"Q9HCN6"	36866	8167.44634590251
"Q9HCP0"	48511	13516.738708071
"Q9HCY8"	11662	30254.2015828002
"Q9HD15"	25673	33212.3582838455
"Q9HD23"	50318	14584.7447058634
"Q9HD34"	10758	26242.0461489231
"Q9HD40"	55726	25249.716678759
"Q9HD42"	21703	32722.0497454104
"Q9HD67"	237347	5368.02418184051
"Q9HDC5"	71686	10890.408050733
"Q9NNW5"	121725	14315.2003654211
"Q9NNX6"	45775	10573.9458248593
"Q9NP50"	24852	9774.38692440958
"Q9NP58"	93886	24781.2261900294
"Q9NP66"	40144	19953.025851134
"Q9NP71"	93073	23964.9640947373
"Q9NP80"	88477	5046.67980183467
"Q9NPA3"	20202	9102.30008875178
"Q9NPB8"	76035	6434.72768169675
"Q9NPE3"	7706	5646.15528862422
"Q9NPF2"	41555	9337.75262212046
"Q9NPF5"	52993	70600.9909520291
"Q9NPH0"	48854	40249.1169899492
"Q9NPI1"	74139	6845.67013448922
"Q9NPR2"	92193	11052.5544864118
"Q9NQ55"	53194	27723.1450737152
"Q9NQ66"	138567	4529.3618455751
"Q9NQ75"	87144	21457.3429195072
"Q9NQ86"	83013	2360.13121685054
"Q9NQ89"	63801	5345.19597892825
"Q9NQ92"	20066	18157.6438948823
"Q9NQA3"	47990	9595.58405325258
"Q9NQC7"	107316	30440.2554157418
"Q9NQC8"	34286	7019.95147504474
"Q9NQG1"	9467	8173.01210472126
"Q9NQG6"	51293	8654.11966694268
"Q9NQT4"	25249	36845.6641703895
"Q9NQT5"	29572	26794.8839563499
"Q9NQT8"	202789	45169.7137018323
"Q9NQX4"	202810	28684.5961247509
"Q9NQX7"	30224	46995.2132618156
"Q9NQZ2"	54558	8327.87723229509
"Q9NQZ5"	43113	16712.1164416021
"Q9NR16"	159239	25427.5200699367
"Q9NR19"	78580	24675.8416786808
"Q9NR33"	12209	33823.589503627
"Q9NR77"	22253	16956.0147987737
"Q9NR80"	79067	10115.4946184033
"Q9NRA8"	108201	10718.8095616827
"Q9NRD5"	46600	10235.5051520516
"Q9NRD8"	175364	85571.5941408387
"Q9NRG0"	14711	36914.4734259397
"Q9NRG1"	25674	48028.232260016
"Q9NRG4"	49688	11041.0104572003
"Q9NRG7"	34748	20274.1238766489
"Q9NRH1"	25299	4284.14672453849
"Q9NRH2"	84276	15793.2783171959
"Q9NRL2"	178702	13374.2108838998
"Q9NRM7"	120136	15556.4254137092
"Q9NRN9"	23719	29753.5800149753
"Q9NRP0"	16829	42822.1969536552
"Q9NRP2"	9460	9163.37299292374
"Q9NRP4"	14652	4693.44378296036
"Q9NRR4"	159316	5767.890740354
"Q9NRR6"	70205	28757.576168442
"Q9NRS6"	38291	44299.662937944
"Q9NRW1"	23462	20928.7447404411
"Q9NRX3"	9966	18350.2331880715
"Q9NRX5"	50495	25250.7690421167
"Q9NRY2"	11425	44208.3307364867
"Q9NRY4"	170514	31034.8075039786
"Q9NRZ7"	43381	19214.7910795098
"Q9NS15"	139359	7715.23491461884
"Q9NS18"	18052	13274.8032030066
"Q9NS86"	50854	23720.2003112506
"Q9NS87"	160160	24272.3321479341
"Q9NS91"	56223	21052.6285704251
"Q9NS93"	64166	24936.1772025884
"Q9NSA3"	9170	19758.6740917402
"Q9NSB2"	64842	1722.720871473
"Q9NSB8"	40627	4491.51519168498
"Q9NSC7"	68564	18964.8596106402
"Q9NSG2"	96554	7869.3203153933
"Q9NSK7"	16286	20224.5639761097
"Q9NSP4"	19737	17012.6493432112
"Q9NSV4"	136926	17645.1828456838
"Q9NSY0"	57803	28703.513702384
"Q9NSY1"	129172	6957.26512390315
"Q9NTG7"	43573	23557.49698336
"Q9NTI5"	164667	46748.8872776584
"Q9NTJ4"	115835	29216.6551476258
"Q9NTX7"	38950	7335.08214636312
"Q9NU19"	59081	9689.83436086136
"Q9NU23"	10449	33223.2241326676
"Q9NUD5"	43618	24219.7261082496
"Q9NUG6"	15511	26722.1962304066
"Q9NUI1"	30778	30046.2303610346
"Q9NUJ3"	57035	8842.68388719326
"Q9NUL3"	62641	26444.5951504137
"Q9NUL5"	33110	5569.67910971289
"Q9NUL7"	59581	17128.6307859723
"Q9NUM4"	31127	19544.4138994963
"Q9NUN5"	61389	13258.3374597909
"Q9NUP1"	23351	34648.3337628562
"Q9NUP7"	54247	14318.6732711774
"Q9NUQ2"	42072	19651.0888055802
"Q9NUQ6"	61729	28368.7167688925
"Q9NUT2"	79989	15591.4084975765
"Q9NUU6"	42196	15323.0086788134
"Q9NUU7"	53975	44396.4837328071
"Q9NUV9"	37534	5636.20857444717
"Q9NUW8"	68420	24090.8004345874
"Q9NUY8"	78322	25168.3136958334
"Q9NV56"	22417	28863.0791041807
"Q9NV70"	101982	41716.5988481116
"Q9NV88"	73814	31543.9589847406
"Q9NV92"	36390	9391.17013446019
"Q9NVA4"	50142	19060.6352122755
"Q9NVC6"	72890	22442.1662672458
"Q9NVH2"	106834	16244.842086627
"Q9NVH6"	49518	17459.0462560323
"Q9NVK5"	29426	9035.6583750093
"Q9NVM4"	78459	31912.2028255307
"Q9NVM6"	34687	75862.0035764476
"Q9NVN3"	58825	205215.089485588
"Q9NVN8"	65573	13860.1324733687
"Q9NVP1"	75407	41283.3072861297
"Q9NVQ4"	20215	37084.9960389761
"Q9NVR0"	80148	8307.83495008075
"Q9NVU0"	79898	22438.2468538538
"Q9NVU7"	79871	48649.4169473533
"Q9NVV0"	32510	17773.1196189057
"Q9NVX0"	26933	15792.2618545026
"Q9NVX7"	58144	5242.55332133587
"Q9NW15"	76329	15759.1794853624
"Q9NW68"	47163	28544.850896431
"Q9NW81"	29267	14137.2511696225
"Q9NW97"	27759	7285.90394951894
"Q9NWA0"	16403	9091.28840360708
"Q9NWH9"	117148	43648.4944661112
"Q9NWM0"	61819	7570.25166210525
"Q9NWM8"	24172	31210.7820981796
"Q9NWQ9"	16009	4042.26873219115
"Q9NWS6"	40269	2905.9217185328
"Q9NWS8"	51604	22858.6405963426
"Q9NWT1"	43964	26278.3080633307
"Q9NWT6"	40285	23234.0707340983
"Q9NWT8"	22354	18273.4364961391
"Q9NWU1"	48843	32488.3892953275
"Q9NWW5"	35919	33155.7851803812
"Q9NWW6"	23193	10710.4314314729
"Q9NWX5"	47136	22706.5879731629
"Q9NWX6"	34831	28604.0030116156
"Q9NWZ3"	51530	26314.5037690974
"Q9NWZ5"	61141	9848.07528213176
"Q9NX00"	19658	29086.0767185101
"Q9NX01"	17015	20790.8761452781
"Q9NX02"	120515	47656.7250051312
"Q9NX07"	32499	65135.9479755718
"Q9NX08"	21090	11769.4947754581
"Q9NX18"	19599	11079.4285894407
"Q9NX20"	28449	40331.2314025473
"Q9NX38"	20378	10443.379309518
"Q9NX47"	31232	40413.1665852605
"Q9NX58"	43615	27381.1569118646
"Q9NX76"	20419	22164.4247268255
"Q9NXC2"	43158	11589.1599711974
"Q9NXC5"	98584	29640.1603934823
"Q9NXD2"	88273	20270.1608220329
"Q9NXE4"	93352	23256.2528990772
"Q9NXE8"	49647	13835.7618393739
"Q9NXF1"	105674	21885.8077310163
"Q9NXF7"	24193	25384.8785502545
"Q9NXG6"	56661	16147.3803080067
"Q9NXH8"	46914	16990.3945963328
"Q9NXJ5"	23138	3751.81561355073
"Q9NXN4"	56225	13983.0198699322
"Q9NXR1"	38808	11279.2543528142
"Q9NXR5"	44768	9681.08908481096
"Q9NXS2"	42924	23557.7533715996
"Q9NXU5"	22876	28760.692309294
"Q9NXV2"	26093	30926.9822275436
"Q9NXW9"	33838	39786.5512771118
"Q9NXX6"	44301	13121.169077309
"Q9NY12"	22348	23950.7562833789
"Q9NY15"	275482	18872.8537128648
"Q9NY57"	47883	4955.33075502208
"Q9NY61"	63133	8624.8847541094
"Q9NY65"	50094	41596.586289765
"Q9NY97"	46022	5633.07765436595
"Q9NYD6"	38073	21481.9888868353
"Q9NYF3"	43091	18419.1476417058
"Q9NYJ1"	10134	30672.3275446424
"Q9NYJ8"	76494	7433.72650345943
"Q9NYL2"	91155	18691.101340945
"Q9NYM9"	12388	20325.1347131228
"Q9NYP7"	35293	18154.1435117481
"Q9NYP9"	25863	54959.3133390059
"Q9NYQ3"	38839	31531.4194153051
"Q9NYR9"	21508	19170.7777820826
"Q9NYS0"	21643	10701.8013784541
"Q9NYU1"	174735	8235.62811842678
"Q9NYV4"	164155	18959.5610829625
"Q9NYZ3"	76645	6593.01982359259
"Q9NZ08"	107235	55263.6627872762
"Q9NZ09"	55084	14445.5772082095
"Q9NZ43"	29371	17916.6872014869
"Q9NZ52"	78315	23293.6381020945
"Q9NZ53"	65076	23972.7736338488
"Q9NZA1"	46503	61794.6289569013
"Q9NZB2"	121888	26510.7671787404
"Q9NZB8"	70105	13445.7251366271
"Q9NZC9"	105938	9919.29170111879
"Q9NZD2"	23850	29972.6618965721
"Q9NZD8"	34960	47340.0745088922
"Q9NZE8"	21514	18266.1942713251
"Q9NZI7"	60491	4154.25780298942
"Q9NZJ0"	79468	13574.4023848936
"Q9NZJ4"	521126	39477.7129425502
"Q9NZJ6"	41054	23098.7173925227
"Q9NZM3"	193461	58488.0762671227
"Q9NZM5"	54389	16353.1869383189
"Q9NZN3"	60887	12723.8302105856
"Q9NZN4"	61161	37037.5610025819
"Q9NZN5"	173232	19412.681549947
"Q9NZN8"	59738	42555.6363206889
"Q9NZQ3"	78960	8338.89021277081
"Q9NZT1"	15893	69619.0497447246
"Q9P000"	21819	17950.9172321511
"Q9P003"	16093	55536.2165895279
"Q9P013"	26624	32538.1235460895
"Q9P031"	28670	14992.4367781862
"Q9P086"	13129	10688.0471672549
"Q9P0B6"	11459	5895.43557538418
"Q9P0J1"	61054	23456.1476995049
"Q9P0J7"	41945	26405.2565403726
"Q9P0K7"	110041	91372.3231287877
"Q9P0L2"	89003	4898.88473916463
"Q9P0M9"	16073	47871.772221824
"Q9P0N9"	33972	9567.98560885534
"Q9P0P0"	17909	32891.3314803243
"Q9P0P8"	27941	15760.9267895103
"Q9P0R6"	15648	28451.6914841253
"Q9P0S2"	12293	12777.7253401664
"Q9P0S9"	11565	29165.0705717778
"Q9P0U1"	6248	14277.339417914
"Q9P0V3"	107496	63980.8628965082
"Q9P0V9"	52593	61929.7674040981
"Q9P0W2"	35813	41921.3021488372
"Q9P107"	106683	10910.2289116748
"Q9P1F3"	9056	26547.6376186941
"Q9P1W9"	34190	30873.5988372849
"Q9P1Y5"	134750	22985.4087992097
"Q9P1Y6"	178666	13564.1037462767
"Q9P1Z2"	77336	69769.7548424202
"Q9P215"	69444	12922.1086638425
"Q9P219"	228230	5144.88890397705
"Q9P244"	82318	16750.6537267444
"Q9P246"	83971	37793.9878842969
"Q9P253"	110186	40341.0350602508
"Q9P270"	62543	46483.8922707107
"Q9P273"	300950	5361.94925528483
"Q9P278"	122115	6117.19935909231
"Q9P2B4"	70158	36471.3480567666
"Q9P2C4"	69325	10446.2680430451
"Q9P2D3"	224302	37986.7560068637
"Q9P2E3"	220227	7656.00999894677
"Q9P2F5"	102671	17697.9781338105
"Q9P2F8"	190438	52275.8838235424
"Q9P2J9"	59978	8713.79724141977
"Q9P2K2"	93572	28432.551464061
"Q9P2K3"	55581	10580.739178392
"Q9P2K5"	64122	42331.4395088747
"Q9P2K6"	56868	7505.80775689733
"Q9P2K8"	186911	25654.2104442361
"Q9P2M7"	136386	39952.3579323488
"Q9P2N2"	82060	6106.21030403928
"Q9P2N7"	73868	16623.0916752122
"Q9P2Q2"	115458	7462.63055224933
"Q9P2S5"	51588	10428.4163062477
"Q9P2W1"	24906	24057.2933488261
"Q9P2X3"	36476	28168.9476891845
"Q9P2Y5"	78151	11502.722531861
"Q9UBB5"	43255	14355.1539753129
"Q9UBB9"	96820	29153.7985007462
"Q9UBC5"	118401	21240.0454353985
"Q9UBF6"	12683	23167.8357581069
"Q9UBF8"	91379	52087.9808292717
"Q9UBG0"	166674	30462.1184518849
"Q9UBI9"	58837	15668.2567650326
"Q9UBK9"	18246	36613.1627245169
"Q9UBL3"	68723	42126.7457067256
"Q9UBN6"	41823	5439.32939749469
"Q9UBN7"	131419	36329.9777789451
"Q9UBP0"	67197	21729.5073503647
"Q9UBP6"	31471	42343.246543315
"Q9UBP9"	34490	7683.81164938203
"Q9UBS0"	53455	8491.4226776444
"Q9UBS9"	139430	23374.2597762848
"Q9UBT7"	81896	10314.0612476706
"Q9UBU6"	44123	16579.3284932124
"Q9UBV7"	37406	10947.3681885089
"Q9UBW7"	154911	43576.0589629306
"Q9UBX1"	53366	22286.3777127225
"Q9UBX5"	50180	8569.6103026955
"Q9UDT6"	115837	16804.7971302786
"Q9UDY4"	37807	48361.8438203451
"Q9UDY8"	92272	22553.0376969452
"Q9UEG4"	96620	31211.8415717231
"Q9UER7"	81373	25146.9678386649
"Q9UET6"	36079	74224.8241727986
"Q9UEU0"	26688	27469.74567729
"Q9UFF9"	33540	37031.76672547
"Q9UG01"	197576	16358.6623846818
"Q9UGC7"	43600	22277.4068734164
"Q9UGJ0"	63066	11088.7155197229
"Q9UGJ1"	76089	33188.3608537176
"Q9UGK3"	44894	31610.1755561503
"Q9UGK8"	48981	7829.70329631886
"Q9UGM3"	260735	20932.6433238605
"Q9UGN5"	66206	19009.2218506049
"Q9UGP4"	72190	29054.6129978407
"Q9UGR2"	111578	19368.9865978484
"Q9UGT4"	90208	6704.3310108903
"Q9UGU5"	65712	2446.43676723871
"Q9UH17"	45924	35091.000471113
"Q9UH92"	33300	27381.4719761795
"Q9UHA2"	8835	13417.6486627977
"Q9UHB4"	66763	15652.3246756516
"Q9UHB7"	127459	27241.9537416611
"Q9UHD2"	83642	35227.7404630646
"Q9UHG2"	27372	2532.1737247131
"Q9UHK0"	56300	10059.9914939678
"Q9UHK6"	42387	27515.0809835554
"Q9UHL4"	54341	7676.63761719496
"Q9UHN1"	54911	16577.3541863497
"Q9UHN6"	154374	27201.8060256103
"Q9UHP3"	122218	12038.2689042359
"Q9UHQ4"	28320	57419.7196579049
"Q9UHW5"	32761	7454.19099670605
"Q9UHY8"	39666	10398.7836225149
"Q9UI08"	44620	64880.8917084191
"Q9UI17"	96811	18097.4091584029
"Q9UI36"	78676	15398.1826097097
"Q9UI42"	47351	43646.6265568921
"Q9UID6"	56054	9282.60536184438
"Q9UIG0"	170903	54076.7256017328
"Q9UII2"	12249	21110.355433895
"Q9UII4"	116852	7588.88738027637
"Q9UIL1"	18045	23497.1857335344
"Q9UIM3"	38176	31974.7033110201
"Q9UIS9"	66607	20055.6685976332
"Q9UIU6"	82933	5276.23379039923
"Q9UIV1"	32745	35917.8241735583
"Q9UIW2"	211067	14691.3727935334
"Q9UIY3"	33893	4470.69221520399
"Q9UJ41"	79371	33664.0941009623
"Q9UJ68"	26132	15133.592754494
"Q9UJA5"	55799	38160.0472025241
"Q9UJC3"	84648	36357.3245315972
"Q9UJC5"	12326	26094.6506382425
"Q9UJF2"	128558	39625.0143849454
"Q9UJV9"	69838	54425.0676816383
"Q9UJX5"	92116	35918.3372067685
"Q9UJY4"	67150	42231.9574857128
"Q9UK45"	11602	41818.3876522108
"Q9UK55"	50707	26347.8708805943
"Q9UK61"	189032	37954.9375864614
"Q9UK73"	70264	9536.31475397186
"Q9UK99"	54561	36768.2064954419
"Q9UKA4"	210512	3934.26727406075
"Q9UKA9"	57491	57743.3069160184
"Q9UKB1"	62091	6531.38962246393
"Q9UKD1"	56421	11614.1831892059
"Q9UKE5"	154943	51024.5112984889
"Q9UKG9"	70178	23255.2966001619
"Q9UKI8"	86700	12785.413798817
"Q9UKJ3"	164197	8525.37686376295
"Q9UKK3"	192595	21581.1119910286
"Q9UKL0"	53028	39259.0653867386
"Q9UKL6"	24843	31317.4319816948
"Q9UKM7"	79580	17439.8355973077
"Q9UKM9"	32463	100985.156315036
"Q9UKR5"	15864	37832.0755723412
"Q9UKT5"	44136	21573.7671143033
"Q9UKU6"	117000	49214.9420853773
"Q9UKU7"	45070	23374.4324806182
"Q9UKV0"	111297	4901.28241516384
"Q9UKV3"	151862	90787.3910765768
"Q9UKV5"	72996	27988.885955191
"Q9UKV8"	97208	8438.48513959727
"Q9UKW4"	97776	198254.912857867
"Q9UKZ1"	55215	21947.4084289978
"Q9UL12"	101037	39963.0908811648
"Q9UL15"	51200	33009.4591313938
"Q9UL18"	97214	8212.86904873781
"Q9UL26"	21855	4481.89086643025
"Q9UL33"	16146	25389.3675294395
"Q9UL40"	32933	14996.4031822178
"Q9UL41"	52404	14845.3206029099
"Q9UL42"	41509	21908.5467718944
"Q9UL45"	19744	14615.6024793726
"Q9UL54"	138251	30917.9246102224
"Q9UL63"	84768	23259.9037428322
"Q9ULC6"	74666	141637.615317158
"Q9ULD0"	114481	5932.80689404957
"Q9ULD2"	141397	2908.65875090163
"Q9ULE6"	96754	28877.0140542827
"Q9ULH0"	196542	27062.0887164052
"Q9ULH1"	125498	29685.7166941111
"Q9ULH7"	118127	16392.3625735776
"Q9ULJ3"	118870	31634.037945264
"Q9ULM3"	150782	15645.4165404406
"Q9ULP9"	62919	17245.712729348
"Q9ULR0"	32992	19437.457768852
"Q9ULR3"	56448	32225.4710020326
"Q9ULU4"	131692	13822.8621506508
"Q9ULV0"	213672	23727.1856384091
"Q9ULW3"	31079	60875.3938270424
"Q9ULW8"	74743	39512.1792603493
"Q9ULX6"	71649	25978.1869704439
"Q9ULZ3"	21627	13402.4982528405
"Q9UM13"	21252	7794.81912739584
"Q9UM22"	25437	19756.2461755641
"Q9UM47"	243631	5685.43062582278
"Q9UM73"	176442	6803.27765076181
"Q9UMR5"	34225	34321.716750052
"Q9UMS6"	117514	49391.8539110316
"Q9UMX1"	53947	11919.0790180202
"Q9UMY1"	29426	39601.9062069934
"Q9UMZ2"	140654	47007.7334969378
"Q9UN36"	40798	24741.426349828
"Q9UN81"	40056	9033.67949543628
"Q9UN86"	54121	73866.4084932668
"Q9UNH6"	45303	16616.8491441754
"Q9UNI6"	37687	38584.9876952626
"Q9UNL2"	21080	44331.967683211
"Q9UNX4"	106099	28094.2713909464
"Q9UNY4"	129588	31122.265453227
"Q9UP95"	120650	18234.487190267
"Q9UPN4"	122149	10257.0203608108
"Q9UPQ0"	121867	35137.3715144532
"Q9UPQ3"	94470	32363.5538925092
"Q9UPQ9"	194002	46178.7651689521
"Q9UPR0"	125866	10643.0912106017
"Q9UPT8"	140257	14877.1931818383
"Q9UPU7"	109880	6834.66397967996
"Q9UPU9"	79415	13305.8315159495
